"","CustomerID","last_purchase","recency","frequency","monetary"
"1","12346",2011-01-18 10:01:00,325.666666666667,1,77183.6
"2","12747",2011-12-07 14:34:00,2.66666666666667,11,4196.01
"3","12748",2011-12-09 12:20:00,0.666666666666667,209,33719.73
"4","12749",2011-12-06 09:56:00,3.66666666666667,5,4090.88
"5","12820",2011-12-06 15:12:00,3.66666666666667,4,942.34
"6","12821",2011-05-09 15:51:00,214.666666666667,1,92.72
"7","12822",2011-09-30 10:04:00,70.6666666666667,2,948.88
"8","12823",2011-09-26 07:35:00,74.6666666666667,5,1759.5
"9","12824",2011-10-11 12:49:00,59.6666666666667,1,397.12
"10","12826",2011-12-07 10:25:00,2.66666666666667,7,1474.72
"11","12827",2011-12-04 12:17:00,5.66666666666667,3,430.15
"12","12828",2011-12-07 08:45:00,2.66666666666667,6,1018.71
"13","12829",2011-01-07 11:13:00,336.666666666667,2,293
"14","12830",2011-11-02 11:54:00,37.6666666666667,6,6814.64
"15","12831",2011-03-22 13:02:00,262.666666666667,1,215.05
"16","12832",2011-11-07 13:30:00,32.6666666666667,2,383.03
"17","12833",2011-07-17 13:46:00,145.666666666667,1,417.38
"18","12834",2011-03-02 09:49:00,282.666666666667,1,312.38
"19","12836",2011-10-11 15:10:00,59.6666666666667,4,2612.86
"20","12837",2011-06-19 16:07:00,173.666666666667,1,134.1
"21","12838",2011-11-06 12:20:00,33.6666666666667,2,683.13
"22","12839",2011-12-07 12:33:00,2.66666666666667,14,5591.42
"23","12840",2011-07-19 09:29:00,143.666666666667,4,2726.77
"24","12841",2011-12-05 11:13:00,4.66666666666667,25,4022.35
"25","12842",2011-09-30 15:33:00,70.6666666666667,2,1118.99
"26","12843",2011-10-05 12:09:00,65.6666666666667,8,1702.26
"27","12844",2011-11-10 13:31:00,29.6666666666667,2,325.96
"28","12845",2011-03-17 13:34:00,267.666666666667,4,354.09
"29","12847",2011-11-17 13:16:00,22.6666666666667,1,871.54
"30","12849",2011-11-08 13:41:00,31.6666666666667,2,1050.89
"31","12851",2011-09-04 12:41:00,96.6666666666667,1,135.18
"32","12852",2011-02-18 08:47:00,294.666666666667,1,311.55
"33","12853",2011-07-28 11:29:00,134.666666666667,6,1957.1
"34","12854",2011-09-22 12:15:00,78.6666666666667,3,1324.5
"35","12855",2010-12-02 09:37:00,372.666666666667,1,38.1
"36","12856",2011-12-02 10:52:00,7.66666666666667,6,2179.93
"37","12857",2011-05-13 10:20:00,210.666666666667,2,1106.4
"38","12863",2011-10-18 14:15:00,52.6666666666667,1,521.2
"39","12864",2011-07-24 13:03:00,138.666666666667,1,147.12
"40","12867",2011-11-13 15:30:00,26.6666666666667,7,4036.82
"41","12868",2011-06-07 10:42:00,185.666666666667,6,1607.06
"42","12871",2011-09-16 15:07:00,84.6666666666667,2,380.64
"43","12872",2011-01-17 10:52:00,326.666666666667,2,599.97
"44","12873",2011-03-02 14:58:00,282.666666666667,1,374
"45","12875",2011-07-19 15:30:00,143.666666666667,2,343.23
"46","12877",2011-12-06 10:30:00,3.66666666666667,12,1535.77
"47","12878",2011-04-17 13:07:00,236.666666666667,2,854.99
"48","12879",2011-10-26 12:24:00,44.6666666666667,3,573.22
"49","12881",2011-03-09 11:44:00,275.666666666667,1,298
"50","12882",2011-11-30 16:18:00,9.66666666666667,2,1463.04
"51","12883",2011-11-15 09:32:00,24.6666666666667,4,703.47
"52","12884",2011-09-12 13:10:00,88.6666666666667,1,309.05
"53","12885",2011-10-07 13:40:00,63.6666666666667,3,1175.22
"54","12886",2011-10-03 10:09:00,67.6666666666667,2,1378.4
"55","12888",2011-05-09 16:02:00,214.666666666667,2,354.12
"56","12890",2011-11-15 17:26:00,24.6666666666667,1,380.47
"57","12891",2011-06-07 12:31:00,185.666666666667,3,331
"58","12893",2011-11-09 12:34:00,30.6666666666667,1,188.14
"59","12895",2011-10-28 13:51:00,42.6666666666667,2,372.8
"60","12897",2011-05-19 12:13:00,204.666666666667,2,216.5
"61","12901",2011-12-01 10:07:00,8.66666666666667,28,17654.54
"62","12902",2011-03-20 12:06:00,264.666666666667,1,138.68
"63","12904",2011-11-21 14:34:00,18.6666666666667,2,509.58
"64","12906",2011-11-28 09:55:00,11.6666666666667,5,2919.81
"65","12908",2011-06-16 15:39:00,176.666666666667,2,750
"66","12909",2011-10-31 12:43:00,39.6666666666667,5,2178.67
"67","12910",2011-11-16 14:28:00,23.6666666666667,8,3075.04
"68","12912",2011-12-07 08:55:00,2.66666666666667,5,1662.3
"69","12913",2011-12-05 12:11:00,4.66666666666667,5,2483.63
"70","12915",2011-07-14 11:34:00,148.666666666667,2,363.65
"71","12916",2011-07-24 10:35:00,138.666666666667,4,3006.15
"72","12917",2011-08-03 16:42:00,128.666666666667,1,594
"73","12919",2011-12-01 13:47:00,8.66666666666667,6,1335.19
"74","12920",2011-11-22 15:05:00,17.6666666666667,1,164.23
"75","12921",2011-11-30 16:22:00,9.66666666666667,37,16587.09
"76","12922",2011-07-01 15:35:00,161.666666666667,1,405.38
"77","12923",2011-10-06 16:20:00,64.6666666666667,1,176.97
"78","12924",2011-09-12 13:55:00,88.6666666666667,4,933.7
"79","12925",2011-12-05 11:11:00,4.66666666666667,2,694.05
"80","12928",2011-11-04 14:24:00,35.6666666666667,5,2062.7
"81","12929",2011-02-01 12:08:00,311.666666666667,1,117.85
"82","12930",2011-09-22 15:18:00,78.6666666666667,2,415.8
"83","12931",2011-11-18 12:39:00,21.6666666666667,15,42055.96
"84","12933",2011-11-15 16:38:00,24.6666666666667,3,607.53
"85","12935",2011-12-07 17:25:00,2.66666666666667,7,2160.7
"86","12936",2011-11-22 17:32:00,17.6666666666667,4,1063.9
"87","12937",2011-11-24 15:05:00,15.6666666666667,4,1504.27
"88","12938",2011-11-14 11:21:00,25.6666666666667,1,114.14
"89","12939",2011-10-06 14:33:00,64.6666666666667,8,11581.8
"90","12940",2011-10-16 12:09:00,54.6666666666667,2,913.54
"91","12942",2011-07-31 14:39:00,131.666666666667,3,683.9
"92","12944",2011-11-04 11:04:00,35.6666666666667,2,604.51
"93","12945",2011-02-24 14:15:00,288.666666666667,1,462.95
"94","12947",2011-07-19 10:06:00,143.666666666667,6,1603.99
"95","12948",2011-11-23 17:10:00,16.6666666666667,7,2064.95
"96","12949",2011-11-09 11:25:00,30.6666666666667,8,4167.22
"97","12950",2011-12-07 13:17:00,2.66666666666667,3,1843
"98","12951",2011-12-01 12:14:00,8.66666666666667,6,1064.07
"99","12952",2011-12-04 10:35:00,5.66666666666667,4,1387.79
"100","12953",2011-11-30 09:24:00,9.66666666666667,1,329.85
"101","12955",2011-12-08 16:29:00,1.66666666666667,11,4757.16
"102","12956",2011-02-06 16:08:00,306.666666666667,1,108.07
"103","12957",2011-11-30 09:53:00,9.66666666666667,8,4017.54
"104","12962",2011-12-02 15:55:00,7.66666666666667,2,266.39
"105","12963",2011-12-01 12:55:00,8.66666666666667,8,1856.63
"106","12965",2011-09-11 15:31:00,89.6666666666667,1,771.91
"107","12966",2011-11-30 12:38:00,9.66666666666667,1,160.18
"108","12967",2010-12-16 19:10:00,358.666666666667,2,1660.9
"109","12968",2011-08-19 15:44:00,112.666666666667,1,135.95
"110","12970",2011-12-02 14:30:00,7.66666666666667,4,452.24
"111","12971",2011-12-06 12:20:00,3.66666666666667,86,11189.91
"112","12974",2011-05-26 09:33:00,197.666666666667,1,144.8
"113","12976",2011-05-12 09:55:00,211.666666666667,1,738.6
"114","12977",2011-07-06 16:40:00,156.666666666667,1,39.24
"115","12980",2011-07-05 09:34:00,157.666666666667,9,7374.9
"116","12981",2011-11-10 12:00:00,29.6666666666667,2,372.22
"117","12982",2011-04-11 11:51:00,242.666666666667,1,390.54
